Date,AAPL,AMZN,GOOGL,JPM,MSFT
2023-03-14,150.8686981201172,94.87999725341797,93.4097900390625,126.56369018554688,256.23675537109375
2023-03-15,151.26417541503906,96.19999694824219,95.53704071044922,120.58434295654297,260.8055419921875
2023-03-16,154.0919189453125,100.04000091552734,99.72193908691406,122.9253158569336,271.3777160644531
2023-03-17,153.25149536132812,98.94999694824219,101.01419067382812,118.28095245361328,274.5513610839844
2023-03-20,155.6244354248047,97.70999908447266,100.61656188964844,119.53135681152344,267.4770202636719
2023-03-21,157.48321533203125,100.61000061035156,104.29450988769531,122.73728942871094,268.99993896484375
2023-03-22,156.0496063232422,98.69999694824219,102.75374603271484,119.5689697265625,267.5360107421875
2023-03-23,157.13717651367188,98.70999908447266,104.97045135498047,119.24931335449219,272.8122253417969
2023-03-24,158.44227600097656,98.12999725341797,104.81140899658203,117.43482971191406,275.67138671875
2023-03-27,156.4945068359375,98.04000091552734,101.84917449951172,120.80057525634766,271.5545959472656
2023-03-28,155.87159729003906,97.23999786376953,100.42769622802734,121.16722106933594,270.4246826171875
2023-03-29,158.95643615722656,100.25,100.78555297851562,121.41166687011719,275.61248779296875
2023-03-30,160.52847290039062,102.0,100.28853607177734,121.0450210571289,279.09063720703125
2023-03-31,163.03981018066406,103.29000091552734,103.11161041259766,122.51165771484375,283.2664794921875
2023-04-03,164.2954864501953,102.41000366210938,103.73785400390625,122.37063598632812,282.21514892578125
2023-04-04,163.76158142089844,103.94999694824219,104.095703125,120.7347640991211,282.1659851074219
2023-04-05,161.9126739501953,101.0999984741211,103.84719848632812,120.914794921875,279.3755798339844
2023-04-06,162.8025360107422,102.05999755859375,107.77363586425781,120.78214263916016,286.5088195800781
2023-04-10,160.2021942138672,102.16999816894531,105.80545043945312,121.18009948730469,284.33746337890625
2023-04-11,158.986083984375,99.91999816894531,104.7219467163086,121.77704620361328,277.8919372558594
2023-04-12,158.29397583007812,97.83000183105469,104.01617431640625,121.75809478759766,278.5404052734375
2023-04-13,163.6923828125,102.4000015258789,106.78954315185547,122.22239685058594,284.7796325683594
2023-04-14,163.34634399414062,102.51000213623047,108.22096252441406,131.4513702392578,281.1441955566406
2023-04-17,163.3660888671875,102.73999786376953,105.33824920654297,132.49362182617188,283.7577209472656
2023-04-18,164.5921173095703,102.30000305175781,103.87700653076172,133.9812774658203,283.33526611328125
2023-04-19,165.73902893066406,104.30000305175781,103.55892181396484,133.81072998046875,283.4138488769531
2023-04-20,164.77008056640625,103.80999755859375,104.66230773925781,133.42222595214844,281.1146545410156
2023-04-21,163.15847778320312,106.95999908447266,104.7815933227539,133.1663818359375,280.770751953125
2023-04-24,163.46499633789062,106.20999908447266,105.33824920654297,133.34642028808594,276.8504943847656
2023-04-25,161.922607421875,102.56999969482422,103.23088836669922,130.44696044921875,270.6113586425781
2023-04-26,161.9126739501953,104.9800033569336,103.09172821044922,128.13502502441406,290.2130126953125
